length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,sex_F,sex_I,sex_M,rings
0.571762214589,0.561740525802,0.29133652616,0.562300077336,0.546831276501,0.588184877604,0.476566585505,1.0,0.0,0.0,10
0.478395114,0.479322141686,0.243275119998,0.47416365236,0.441329669068,0.416060866663,0.470633845615,1.0,0.0,0.0,11
0.511226678431,0.499243687824,0.330060796626,0.500479318044,0.451770006292,0.548054025896,0.452538807935,1.0,0.0,0.0,11
0.528118126791,0.489226805894,0.243275119998,0.475160464777,0.417692121722,0.491456065663,0.446406165837,0.0,0.0,1.0,12
0.554059730583,0.551035715505,0.32035716366,0.477349331805,0.451338195964,0.467747537908,0.464652035914,0.0,0.0,1.0,15
0.502900525905,0.450274516956,0.243275119998,0.447828178142,0.450473744861,0.480493162905,0.340818083984,0.0,0.0,1.0,11
0.511226678431,0.540447304476,0.29133652616,0.50125232644,0.450906108905,0.503773893671,0.505514495935,0.0,0.0,1.0,10
0.695044907078,0.749420933209,0.29133652616,0.71725602812,0.612109806635,0.560077841821,0.639010769503,1.0,0.0,0.0,15
0.665304269279,0.663437464434,0.29133652616,0.623231006354,0.574868960414,0.659665468031,0.527847143106,0.0,0.0,1.0,18
0.695044907078,0.724222919406,0.310668515111,0.762535554708,0.736946606983,0.70000214984,0.634347727086,1.0,0.0,0.0,19
0.74638746168,0.724222919406,0.359260735091,0.737678802256,0.630199602601,0.720764710547,0.666285889452,1.0,0.0,0.0,13
0.338978681562,0.327442496953,0.176652600412,0.273749199164,0.28990501765,0.296329669745,0.227158775687,0.0,0.0,1.0,8
0.446808760231,0.551035715505,0.272065551625,0.581965933477,0.559735550434,0.596843149036,0.516770054424,1.0,0.0,0.0,16
0.31934006212,0.327442496953,0.176652600412,0.294990826935,0.300638434697,0.281003644655,0.2590276661,1.0,0.0,0.0,8
0.502900525905,0.489226805894,0.233709633393,0.455814430251,0.440013254922,0.442372820714,0.421353996218,1.0,0.0,0.0,11
0.208798626235,0.230948642506,0.148344717996,0.194576733264,0.182377633098,0.215511105956,0.168369810367,0.0,0.0,1.0,9
0.31934006212,0.296023985138,0.176652600412,0.246114455481,0.244847943953,0.226610632471,0.210764967781,1.0,0.0,0.0,9
0.462448022996,0.450274516956,0.233709633393,0.442876384381,0.423115563472,0.429761319618,0.433985691065,1.0,0.0,0.0,14
0.103994730419,0.0970219255965,0.0643400199347,0.0438357816625,0.0452361868595,0.0631977666074,0.0377842415879,0.0,1.0,0.0,5
0.077718500618,0.0734968177307,0.08288581944,0.026008296112,0.0365108501655,0.0403345850174,0.0216265492604,0.0,1.0,0.0,5
0.0813229893944,0.0734968177307,0.0736040453565,0.026008296112,0.0247464618697,0.0335020810462,0.0277176329369,0.0,1.0,0.0,4
0.246831011747,0.237805999258,0.157764047234,0.124523059038,0.122827704675,0.11860495855,0.141918290712,0.0,1.0,0.0,7
0.345663699716,0.352052360337,0.205108527338,0.322416392724,0.358072352562,0.480493162905,0.251172649702,0.0,0.0,1.0,9
0.332363350168,0.36045851321,0.205108527338,0.264207046888,0.234475554671,0.267479895806,0.266809579408,1.0,0.0,0.0,7
0.178567239742,0.173250658815,0.110836365794,0.0997293853562,0.106764431984,0.0684963173894,0.0865725597788,0.0,1.0,0.0,6
0.423919475307,0.450274516956,0.281693366209,0.43622940377,0.416329604408,0.458847838648,0.401998755249,1.0,0.0,0.0,9
0.41643988475,0.422211906095,0.205108527338,0.329734421913,0.302235522397,0.269575286424,0.32654873788,0.0,1.0,0.0,8
0.25826218793,0.27348233366,0.157764047234,0.181180802532,0.181759174605,0.155326434987,0.185575449785,0.0,0.0,1.0,7
0.366141100611,0.335545034038,0.224159972102,0.304223818984,0.324248200579,0.237564087686,0.282158051905,0.0,0.0,1.0,10
0.345663699716,0.335545034038,0.205108527338,0.272749330481,0.271861109624,0.257983055643,0.266809579408,1.0,0.0,0.0,10
0.264073961086,0.258931204074,0.167200045023,0.225305441348,0.229238492329,0.227712505124,0.202449431729,0.0,0.0,1.0,7
0.387260924187,0.404041521931,0.243275119998,0.360477739639,0.321142634652,0.394124345278,0.368606138183,1.0,0.0,0.0,8
0.312931264422,0.319439802854,0.205108527338,0.255076742387,0.25112070784,0.236475236181,0.243243518889,0.0,0.0,1.0,8
0.345663699716,0.377579213728,0.233709633393,0.327144420234,0.341606230132,0.288192438922,0.297225802745,0.0,0.0,1.0,8
0.107951094928,0.112042967921,0.0921852143711,0.0538867609242,0.0603071715048,0.037607554982,0.0477457661012,0.0,1.0,0.0,4
0.394445610771,0.404041521931,0.214626236232,0.324073990335,0.310171015364,0.308381031631,0.304656750452,1.0,0.0,0.0,7
0.31934006212,0.311536271988,0.176652600412,0.239142221179,0.237370315544,0.272708221731,0.243243518889,0.0,0.0,1.0,7
0.394445610771,0.413073371124,0.186121604112,0.343733195874,0.36981854765,0.365988003926,0.304656750452,0.0,0.0,1.0,9
0.431473864396,0.422211906095,0.224159972102,0.376245832259,0.366899797969,0.425507761849,0.340818083984,1.0,0.0,0.0,10
0.287971935995,0.280900215202,0.157764047234,0.221880642971,0.226314199095,0.201994870782,0.185575449785,0.0,0.0,1.0,7
0.41643988475,0.404041521931,0.205108527338,0.322653376679,0.297434190968,0.311365311585,0.31931733316,0.0,0.0,1.0,8
0.352418826875,0.327442496953,0.205108527338,0.273998999293,0.297434190968,0.249447467828,0.243243518889,0.0,0.0,1.0,8
0.486485179625,0.479322141686,0.281693366209,0.46876053121,0.415874837324,0.425507761849,0.494076219706,1.0,0.0,0.0,12
0.536684298378,0.594560351928,0.330060796626,0.605420386905,0.470079576412,0.475740926305,0.661821973012,1.0,0.0,0.0,13
0.352418826875,0.386295129959,0.205108527338,0.29888966023,0.275173221472,0.278937799166,0.297225802745,1.0,0.0,0.0,10
0.164242023959,0.161381868972,0.110836365794,0.0937350718794,0.089712579451,0.107285581431,0.0865725597788,0.0,1.0,0.0,6
0.470382873226,0.450274516956,0.224159972102,0.406966038429,0.328882514828,0.380642281445,0.440222005896,0.0,0.0,1.0,13
0.25826218793,0.27348233366,0.186121604112,0.208325462013,0.190375941345,0.242986903657,0.185575449785,1.0,0.0,0.0,8
0.536684298378,0.551035715505,0.300994939405,0.592398767432,0.521742491987,0.477328630753,0.605632726548,1.0,0.0,0.0,20
0.494653505056,0.561740525802,0.310668515111,0.570685747483,0.517071402067,0.532158410395,0.56004816039,0.0,0.0,1.0,11
0.554059730583,0.499243687824,0.349512667902,0.539197746802,0.522517670977,0.572569928813,0.488287198388,1.0,0.0,0.0,13
0.545331353147,0.551035715505,0.262453175751,0.505106676763,0.491972435988,0.470955915054,0.446406165837,1.0,0.0,0.0,15
0.536684298378,0.551035715505,0.243275119998,0.480325054942,0.423565603309,0.417787666137,0.488287198388,0.0,0.0,1.0,9
0.545331353147,0.540447304476,0.262453175751,0.471566442416,0.424015350004,0.426360483863,0.476566585505,1.0,0.0,0.0,10
0.470382873226,0.450274516956,0.243275119998,0.41619019465,0.347136076918,0.36506256364,0.452538807935,1.0,0.0,0.0,11
0.571762214589,0.551035715505,0.300994939405,0.540856630853,0.513545416105,0.493782659737,0.5223306471,1.0,0.0,0.0,14
0.502900525905,0.489226805894,0.243275119998,0.479136021984,0.443080932987,0.518862855857,0.452538807935,1.0,0.0,0.0,9
0.580737203324,0.628453001595,0.310668515111,0.710173045296,0.544965549372,0.422943536918,0.811493318684,0.0,0.0,1.0,12
0.41643988475,0.450274516956,0.29133652616,0.497768149746,0.453063779387,0.477328630753,0.494076219706,1.0,0.0,0.0,16
0.536684298378,0.551035715505,0.281693366209,0.616389734255,0.463325189616,0.491456065663,0.741476504993,0.0,0.0,1.0,21
0.511226678431,0.499243687824,0.243275119998,0.507219005865,0.439134229141,0.462907172553,0.538749880708,0.0,0.0,1.0,14
0.494653505056,0.529974593884,0.32035716366,0.608811848575,0.402092104866,0.473352537874,0.620150396762,1.0,0.0,0.0,12
0.58979527905,0.529974593884,0.243275119998,0.574227842396,0.523678661087,0.444868616997,0.580695437886,0.0,0.0,1.0,13
0.478395114,0.479322141686,0.281693366209,0.448239543131,0.394160046824,0.449008898051,0.421353996218,0.0,0.0,1.0,10
0.332363350168,0.327442496953,0.224159972102,0.292300816135,0.282846973749,0.275829036781,0.28972654479,1.0,0.0,0.0,9
0.502900525905,0.499243687824,0.281693366209,0.493489934156,0.378024732617,0.486779053579,0.505514495935,1.0,0.0,0.0,12
0.486485179625,0.450274516956,0.233709633393,0.426162125498,0.40394555837,0.379734734926,0.414957289137,0.0,0.0,1.0,15
0.470382873226,0.479322141686,0.262453175751,0.401992033539,0.371757846979,0.351986278829,0.421353996218,0.0,0.0,1.0,12
0.536684298378,0.529974593884,0.310668515111,0.545447075946,0.45778643387,0.521840417795,0.57045133641,0.0,0.0,1.0,13
0.58979527905,0.594560351928,0.29133652616,0.597564426925,0.542344057103,0.610581262523,0.57045133641,1.0,0.0,0.0,10
0.725581512394,0.749420933209,0.339779326746,0.673406714365,0.600296668398,0.641492553489,0.661821973012,0.0,0.0,1.0,15
0.665304269279,0.687376407136,0.349512667902,0.707499462934,0.591710607896,0.69497113902,0.657325745467,0.0,0.0,1.0,14
0.439103482367,0.469529000969,0.262453175751,0.38888248336,0.333998199975,0.325143541558,0.408505772594,0.0,0.0,1.0,9
0.345663699716,0.36045851321,0.224159972102,0.295234986193,0.275723871475,0.31235755756,0.2590276661,0.0,0.0,1.0,8
0.345663699716,0.352052360337,0.224159972102,0.294990826935,0.261279069764,0.314338292243,0.28972654479,0.0,0.0,1.0,7
0.352418826875,0.36045851321,0.214626236232,0.321942240293,0.342614747341,0.213273424339,0.27451938284,1.0,0.0,0.0,10
0.21404683909,0.198014589907,0.157764047234,0.141004055557,0.145731214669,0.121101030334,0.141918290712,0.0,1.0,0.0,7
0.462448022996,0.469529000969,0.252856333221,0.439351553606,0.391810040801,0.422086769886,0.414957289137,0.0,0.0,1.0,15
0.431473864396,0.469529000969,0.281693366209,0.455814430251,0.380420580106,0.373350897924,0.511164846314,0.0,0.0,1.0,15
0.431473864396,0.431457815574,0.243275119998,0.388442127851,0.375139110857,0.379734734926,0.347857704958,0.0,0.0,1.0,10
0.554059730583,0.540447304476,0.281693366209,0.566592999229,0.535172365172,0.501481210067,0.5223306471,0.0,0.0,1.0,12
0.41643988475,0.422211906095,0.272065551625,0.38976253728,0.356096065163,0.408239186007,0.38881539485,1.0,0.0,0.0,12
0.454590129662,0.459846690285,0.29133652616,0.422144664677,0.358565588486,0.407364914841,0.446406165837,1.0,0.0,0.0,11
0.387260924187,0.404041521931,0.214626236232,0.363200663115,0.325796167235,0.311365311585,0.368606138183,1.0,0.0,0.0,10
0.401703381164,0.386295129959,0.233709633393,0.34766049135,0.294216456149,0.400332948413,0.340818083984,1.0,0.0,0.0,9
0.300317264265,0.395115670586,0.176652600412,0.213930202927,0.18484687548,0.241905190297,0.235239243814,1.0,0.0,0.0,9
0.380148894406,0.395115670586,0.214626236232,0.304223818984,0.301171169304,0.317300035281,0.27451938284,0.0,0.0,1.0,9
0.338978681562,0.335545034038,0.176652600412,0.249196826525,0.228070049607,0.261161018269,0.304656750452,0.0,0.0,1.0,9
0.300317264265,0.27348233366,0.129556517493,0.197288022034,0.200114929379,0.163678014932,0.194053309155,0.0,1.0,0.0,9
0.287971935995,0.319439802854,0.176652600412,0.229503794316,0.177417054446,0.162489834519,0.28972654479,0.0,0.0,1.0,9
0.454590129662,0.422211906095,0.214626236232,0.374905143097,0.362499488381,0.339639871531,0.35483505368,1.0,0.0,0.0,11
0.431473864396,0.431457815574,0.195606948451,0.328087091319,0.296363115668,0.363208275373,0.312020296384,1.0,0.0,0.0,11
0.373109095098,0.36045851321,0.233709633393,0.337926605834,0.320104581658,0.250519300795,0.368606138183,1.0,0.0,0.0,11
0.3065904714,0.303731225441,0.176652600412,0.234204953332,0.17803874402,0.236475236181,0.28972654479,0.0,0.0,1.0,10
0.478395114,0.459846690285,0.262453175751,0.455610581691,0.409017442015,0.387863153111,0.482450843531,1.0,0.0,0.0,9
0.264073961086,0.251796609273,0.138942169954,0.157497785575,0.157912314985,0.154126785251,0.15963961902,0.0,0.0,1.0,8
0.345663699716,0.343748094693,0.176652600412,0.243796071164,0.217477195371,0.253726405238,0.251172649702,1.0,0.0,0.0,9
0.241210784559,0.237805999258,0.138942169954,0.153541681081,0.143144405733,0.149311638277,0.15963961902,0.0,1.0,0.0,7
0.409034663041,0.450274516956,0.243275119998,0.406750362576,0.368846940336,0.388760853232,0.414957289137,1.0,0.0,0.0,14
0.224726616707,0.198014589907,0.120187876776,0.130916504795,0.12613716286,0.13347735109,0.132924600835,0.0,0.0,1.0,6
0.21404683909,0.217506478265,0.129556517493,0.108358405507,0.114163549687,0.132247464422,0.132924600835,0.0,1.0,0.0,6
0.128518002762,0.117204866059,0.0921852143711,0.0457278085075,0.0408839270453,0.0631977666074,0.057603807074,0.0,1.0,0.0,5
0.230158996962,0.210920334529,0.148344717996,0.144724913022,0.148953730965,0.142038909763,0.132924600835,0.0,1.0,0.0,6
0.241210784559,0.230948642506,0.138942169954,0.15184133811,0.154723671582,0.157720793017,0.150822867213,0.0,1.0,0.0,8
0.735939364669,0.687376407136,0.281693366209,0.742235879165,0.628253671726,0.53580487498,0.709220337038,0.0,0.0,1.0,19
0.756926256033,0.699532789694,0.29133652616,0.805665398039,0.710525275914,0.532158410395,0.879605150452,0.0,0.0,1.0,18
0.536684298378,0.561740525802,0.29133652616,0.597564426925,0.524451471304,0.56357224382,0.59078400601,0.0,0.0,1.0,17
0.3065904714,0.319439802854,0.214626236232,0.234986228326,0.231570295179,0.162489834519,0.233629279532,1.0,0.0,0.0,9
0.178567239742,0.191693658145,0.148344717996,0.117794974116,0.119505556027,0.0958218085631,0.118346052583,1.0,0.0,0.0,7
0.203610988236,0.191693658145,0.157764047234,0.12917689732,0.120835942745,0.145682810151,0.129301879721,0.0,1.0,0.0,7
0.124298639374,0.122445290255,0.101502104401,0.0610508112217,0.0574557610786,0.0551925107087,0.0536729076111,0.0,1.0,0.0,7
0.287971935995,0.288413873852,0.195606948451,0.236286929094,0.218069340997,0.20426267846,0.244039796322,1.0,0.0,0.0,8
0.159581382119,0.155573455727,0.129556517493,0.0967366700677,0.095889326998,0.0919680025006,0.0922598445857,1.0,0.0,0.0,7
0.198483519174,0.185459801003,0.148344717996,0.123064276164,0.131406070575,0.0790026677445,0.120181218345,0.0,0.0,1.0,9
0.264073961086,0.280900215202,0.186121604112,0.209662889285,0.203134863864,0.162489834519,0.21406887158,1.0,0.0,0.0,9
0.230158996962,0.224182358364,0.157764047234,0.153258493943,0.134028494281,0.149311638277,0.172702834396,0.0,0.0,1.0,9
0.486485179625,0.489226805894,0.272065551625,0.432258419794,0.40394555837,0.445698606794,0.405259245178,1.0,0.0,0.0,10
0.462448022996,0.499243687824,0.252856333221,0.395898490938,0.360043295155,0.334837902429,0.429588892229,1.0,0.0,0.0,10
0.636347478075,0.651653489587,0.339779326746,0.625387780098,0.55128616903,0.594855647683,0.626341291977,0.0,0.0,1.0,16
0.478395114,0.509373482486,0.272065551625,0.420022736068,0.403019442893,0.419510368331,0.398724214583,0.0,0.0,1.0,11
0.352418826875,0.36045851321,0.224159972102,0.29254568571,0.268534858937,0.281003644655,0.297225802745,0.0,0.0,1.0,10
0.373109095098,0.368967236378,0.214626236232,0.307843124008,0.309117733954,0.262217586286,0.303175981893,1.0,0.0,0.0,10
0.332363350168,0.319439802854,0.205108527338,0.291320690219,0.286655489395,0.263272782176,0.276818408739,0.0,0.0,1.0,10
0.137118451137,0.127764892394,0.129556517493,0.0792024372492,0.0744303743187,0.103480498562,0.0808502139959,0.0,1.0,0.0,9
0.0571014715675,0.0559892789986,0.08288581944,0.0192434305769,0.0143282246485,0.0168988810667,0.0226444129301,0.0,1.0,0.0,5
0.053830063942,0.0559892789986,0.157764047234,0.0182734329409,0.0180624782884,0.0210771073703,0.0175443067615,0.0,1.0,0.0,4
0.528118126791,0.551035715505,0.252856333221,0.522422058078,0.491159442859,0.53361940921,0.499818468218,0.0,0.0,1.0,15
0.554059730583,0.605737762676,0.330060796626,0.546727793575,0.513152432823,0.528491762637,0.511164846314,1.0,0.0,0.0,9
0.608162462784,0.63999223715,0.339779326746,0.634283486294,0.541968652548,0.593527140699,0.629650234694,1.0,0.0,0.0,10
0.554059730583,0.572562434954,0.281693366209,0.52373915094,0.430281174703,0.493782659737,0.533320053285,1.0,0.0,0.0,10
0.486485179625,0.499243687824,0.233709633393,0.497768149746,0.445263679862,0.346312655875,0.482450843531,1.0,0.0,0.0,12
0.409034663041,0.413073371124,0.224159972102,0.387560758878,0.384237325382,0.310371810136,0.35483505368,0.0,0.0,1.0,10
0.502900525905,0.519616885658,0.339779326746,0.499899092462,0.449608184819,0.50453640322,0.516770054424,1.0,0.0,0.0,13
0.626867314728,0.572562434954,0.388592459172,0.679608636094,0.570941850393,0.532889312821,0.783074545262,0.0,0.0,1.0,16
0.511226678431,0.509373482486,0.300994939405,0.465743884193,0.433836156161,0.458847838648,0.452538807935,1.0,0.0,0.0,13
0.502900525905,0.519616885658,0.29133652616,0.548736298048,0.363479645154,0.39944920065,0.620150396762,1.0,0.0,0.0,13
0.554059730583,0.529974593884,0.29133652616,0.523551123285,0.474683660816,0.512114601048,0.516770054424,0.0,0.0,1.0,13
0.554059730583,0.572562434954,0.281693366209,0.583714224344,0.55937059943,0.527019416078,0.446406165837,1.0,0.0,0.0,13
0.562869870809,0.572562434954,0.310668515111,0.591534554854,0.569507453719,0.582797020707,0.5223306471,0.0,0.0,1.0,12
0.789091358339,0.749420933209,0.37880071303,0.851434479312,0.641102334468,0.706091352942,1.0,1.0,0.0,0.0,18
0.636347478075,0.711814724065,0.418053760328,0.74972160698,0.581240343758,0.572569928813,0.90043748318,1.0,0.0,0.0,16
0.789091358339,0.775132518662,0.339779326746,0.944227473591,0.856502766424,0.792522361911,0.845035338008,0.0,0.0,1.0,14
0.789091358339,0.788182681226,0.310668515111,0.847285365468,0.709686225891,0.762084726377,0.920426534163,1.0,0.0,0.0,20
0.695044907078,0.775132518662,0.369023444411,0.774583398121,0.624995643925,0.716997204333,0.793904569154,1.0,0.0,0.0,20
0.74638746168,0.749420933209,0.398398602091,0.81136040226,0.738272271443,0.598164656315,0.867302048187,0.0,0.0,1.0,14
0.695044907078,0.63999223715,0.310668515111,0.711210188293,0.546458580821,0.718076229181,0.772029556502,1.0,0.0,0.0,12
0.725581512394,0.724222919406,0.388592459172,0.805015310729,0.679447839474,0.8442425837,0.749269179413,0.0,0.0,1.0,14
0.431473864396,0.395115670586,0.252856333221,0.41062442965,0.372725543955,0.382454071242,0.414957289137,1.0,0.0,0.0,7
0.423919475307,0.469529000969,0.272065551625,0.526929087838,0.526379367614,0.48990060075,0.452538807935,0.0,0.0,1.0,8
0.41643988475,0.413073371124,0.195606948451,0.411053825525,0.384237325382,0.409984598481,0.368606138183,1.0,0.0,0.0,8
0.100089795027,0.0826842437943,0.0550938731063,0.0298543121835,0.0262252534649,0.0484682691427,0.0277176329369,0.0,1.0,0.0,5
0.21404683909,0.191693658145,0.148344717996,0.11013452728,0.0917762937629,0.0983819282774,0.141918290712,0.0,1.0,0.0,7
0.168959614073,0.133164325333,0.0921852143711,0.0779819575278,0.0855706760588,0.099659273962,0.0673599331265,0.0,1.0,0.0,5
0.168959614073,0.173250658815,0.138942169954,0.0892159285813,0.0758305427809,0.124832072062,0.0960320447223,0.0,1.0,0.0,8
0.0924326588746,0.0826842437943,0.0643400199347,0.0288941395373,0.0357799702422,0.0403345850174,0.0277176329369,0.0,1.0,0.0,4
0.511226678431,0.551035715505,0.262453175751,0.490560412371,0.443518044443,0.463716228335,0.527847143106,0.0,0.0,1.0,11
0.494653505056,0.561740525802,0.32035716366,0.478540877819,0.455643887562,0.436515094457,0.464652035914,0.0,0.0,1.0,14
0.617472458027,0.628453001595,0.310668515111,0.633136048311,0.548319816236,0.539431316433,0.733577455098,0.0,0.0,1.0,21
0.478395114,0.499243687824,0.281693366209,0.511236821724,0.480910661593,0.54231815943,0.470633845615,1.0,0.0,0.0,10
0.580737203324,0.551035715505,0.310668515111,0.508560433295,0.486260070898,0.459661584648,0.499818468218,1.0,0.0,0.0,10
0.626867314728,0.628453001595,0.359260735091,0.695953326599,0.622375806684,0.670893351158,0.639010769503,1.0,0.0,0.0,12
0.580737203324,0.583502143299,0.339779326746,0.582315897185,0.570583570125,0.582120304787,0.533320053285,0.0,0.0,1.0,13
0.598936884436,0.561740525802,0.262453175751,0.522233730522,0.449608184819,0.633443329895,0.452538807935,1.0,0.0,0.0,12
0.598936884436,0.605737762676,0.330060796626,0.638041767218,0.566628424079,0.62780745803,0.56004816039,1.0,0.0,0.0,10
0.598936884436,0.561740525802,0.281693366209,0.57564032583,0.556809825202,0.63219542526,0.488287198388,1.0,0.0,0.0,11
0.519632399541,0.519616885658,0.300994939405,0.475757989817,0.425811410782,0.546624761847,0.458620559021,1.0,0.0,0.0,9
0.571762214589,0.561740525802,0.32035716366,0.561582370286,0.52522333688,0.463716228335,0.499818468218,0.0,0.0,1.0,13
0.562869870809,0.572562434954,0.300994939405,0.510855007189,0.472594864575,0.501481210067,0.538749880708,0.0,0.0,1.0,12
0.511226678431,0.499243687824,0.262453175751,0.473565001741,0.341101454448,0.404735819979,0.538749880708,0.0,0.0,1.0,14
0.208798626235,0.210920334529,0.138942169954,0.13438663282,0.128775638319,0.155326434987,0.266809579408,0.0,1.0,0.0,8
0.401703381164,0.404041521931,0.243275119998,0.427426947829,0.505241626001,0.430609024033,0.333715372467,1.0,0.0,0.0,10
0.387260924187,0.413073371124,0.272065551625,0.409334976748,0.408557877106,0.353868153641,0.401998755249,0.0,0.0,1.0,12
0.394445610771,0.422211906095,0.262453175751,0.352488376587,0.350134928277,0.33772267261,0.35483505368,1.0,0.0,0.0,11
0.617472458027,0.605737762676,0.330060796626,0.611683178984,0.493595379418,0.53580487498,0.643639731118,0.0,0.0,1.0,16
0.478395114,0.499243687824,0.281693366209,0.471566442416,0.483385046315,0.398564390788,0.421353996218,0.0,0.0,1.0,15
0.519632399541,0.519616885658,0.330060796626,0.471566442416,0.42446480383,0.458033149893,0.452538807935,0.0,0.0,1.0,10
0.31934006212,0.311536271988,0.205108527338,0.24173051194,0.220433605777,0.235384948889,0.243243518889,1.0,0.0,0.0,9
0.387260924187,0.404041521931,0.29133652616,0.431839359465,0.318544807189,0.444868616997,0.452538807935,0.0,0.0,1.0,13
0.387260924187,0.404041521931,0.252856333221,0.346045437011,0.297434190968,0.340596683075,0.382137610452,1.0,0.0,0.0,12
0.431473864396,0.469529000969,0.300994939405,0.427848146064,0.363479645154,0.356682273386,0.440222005896,1.0,0.0,0.0,13
0.281898980779,0.296023985138,0.195606948451,0.216853023827,0.226899908039,0.181307439029,0.219001046341,0.0,0.0,1.0,8
0.3065904714,0.303731225441,0.243275119998,0.274997532484,0.244275227323,0.264326608511,0.282158051905,1.0,0.0,0.0,9
0.25826218793,0.244755098069,0.186121604112,0.187765150032,0.150881401869,0.171949941942,0.219001046341,0.0,1.0,0.0,9
0.300317264265,0.303731225441,0.186121604112,0.222408333891,0.201324237594,0.213273424339,0.219001046341,0.0,1.0,0.0,8
0.423919475307,0.431457815574,0.300994939405,0.434977377414,0.340596333599,0.381548726241,0.482450843531,1.0,0.0,0.0,13
0.224726616707,0.217506478265,0.157764047234,0.160313878888,0.167406646652,0.135932002224,0.150822867213,0.0,1.0,0.0,7
0.373109095098,0.343748094693,0.252856333221,0.348121405195,0.259595081061,0.370598247034,0.368606138183,1.0,0.0,0.0,10
0.188407467873,0.179312355313,0.148344717996,0.111612235917,0.106764431984,0.10981338428,0.114664600429,0.0,0.0,1.0,7
0.275891943292,0.280900215202,0.176652600412,0.222672070258,0.213320036259,0.198581722918,0.219001046341,1.0,0.0,0.0,12
0.387260924187,0.413073371124,0.243275119998,0.339323586367,0.304889911551,0.319268317776,0.347857704958,0.0,0.0,1.0,9
0.366141100611,0.395115670586,0.281693366209,0.359795714802,0.311748193573,0.304384307579,0.38881539485,1.0,0.0,0.0,14
0.462448022996,0.413073371124,0.243275119998,0.422356573334,0.308062985764,0.372434467584,0.414957289137,0.0,0.0,1.0,10
0.31934006212,0.319439802854,0.224159972102,0.263954621125,0.230405239694,0.269575286424,0.243243518889,0.0,0.0,1.0,8
0.264073961086,0.244755098069,0.205108527338,0.192674305951,0.173052221093,0.178977596444,0.202449431729,0.0,1.0,0.0,7
0.345663699716,0.335545034038,0.233709633393,0.284430662835,0.221613153767,0.27790288007,0.28972654479,0.0,0.0,1.0,10
